ISO,Energy,Units,Month,Year,Generation
SERC,Conventional hydropower,billion kilowatthours,September,2016,1.31
SERC,Nonhydro renewables,billion kilowatthours,September,2016,0.62
SERC,other energy sources,billion kilowatthours,September,2016,-0.26
FRCC,Natural gas,billion kilowatthours,September,2016,14.24
FRCC,Coal,billion kilowatthours,September,2016,3.68
FRCC,Nuclear,billion kilowatthours,September,2016,2.48
FRCC,Conventional hydropower,billion kilowatthours,September,2016,0.01
FRCC,Nonhydro renewables,billion kilowatthours,September,2016,0.22
FRCC,other energy sources,billion kilowatthours,September,2016,0.34
MISO,Natural gas,billion kilowatthours,September,2016,11.91
MISO,Coal,billion kilowatthours,September,2016,26.73
MISO,Nuclear,billion kilowatthours,September,2016,8.1
MISO,Conventional hydropower,billion kilowatthours,September,2016,0.72
MISO,Nonhydro renewables,billion kilowatthours,September,2016,4.08
MISO,other energy sources,billion kilowatthours,September,2016,0.75
SPP,Natural gas,billion kilowatthours,September,2016,5.88
SPP,Coal,billion kilowatthours,September,2016,11.84
SPP,Nuclear,billion kilowatthours,September,2016,0.76
SPP,Conventional hydropower,billion kilowatthours,September,2016,1.08
SPP,Nonhydro renewables,billion kilowatthours,September,2016,4
SPP,other energy sources,billion kilowatthours,September,2016,0.09
ERCOT,Natural gas,billion kilowatthours,September,2016,14.94
ERCOT,Coal,billion kilowatthours,September,2016,10.75
ERCOT,Nuclear,billion kilowatthours,September,2016,3.6
ERCOT,Conventional hydropower,billion kilowatthours,September,2016,0.06
ERCOT,Nonhydro renewables,billion kilowatthours,September,2016,3.53
ERCOT,other energy sources,billion kilowatthours,September,2016,0.13
Northwest and Rockies,Natural gas,billion kilowatthours,September,2016,7.5
Northwest and Rockies,Coal,billion kilowatthours,September,2016,10.73
Northwest and Rockies,Nuclear,billion kilowatthours,September,2016,0.8
Northwest and Rockies,Conventional hydropower,billion kilowatthours,September,2016,7.45
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,September,2016,3.38
Northwest and Rockies,other energy sources,billion kilowatthours,September,2016,0.04
Southwest,Natural gas,billion kilowatthours,September,2016,4.71
Southwest,Coal,billion kilowatthours,September,2016,4.12
Southwest,Nuclear,billion kilowatthours,September,2016,2.51
Southwest,Conventional hydropower,billion kilowatthours,September,2016,0.71
Southwest,Nonhydro renewables,billion kilowatthours,September,2016,0.84
Southwest,other energy sources,billion kilowatthours,September,2016,0.02
CAISO,Natural gas,billion kilowatthours,September,2016,8.3
CAISO,Coal,billion kilowatthours,September,2016,0.72
CAISO,Nuclear,billion kilowatthours,September,2016,1.63
CAISO,Conventional hydropower,billion kilowatthours,September,2016,2.25
CAISO,Nonhydro renewables,billion kilowatthours,September,2016,4.27
CAISO,other energy sources,billion kilowatthours,September,2016,0.03
ISO-NE,Natural gas,billion kilowatthours,October,2016,3.51
ISO-NE,Coal,billion kilowatthours,October,2016,0.06
ISO-NE,Nuclear,billion kilowatthours,October,2016,2.96
ISO-NE,Conventional hydropower,billion kilowatthours,October,2016,0.24
ISO-NE,Nonhydro renewables,billion kilowatthours,October,2016,0.73
ISO-NE,other energy sources,billion kilowatthours,October,2016,0.15
NYISO,Natural gas,billion kilowatthours,October,2016,4.27
NYISO,Coal,billion kilowatthours,October,2016,0.06
NYISO,Nuclear,billion kilowatthours,October,2016,3.83
NYISO,Conventional hydropower,billion kilowatthours,October,2016,2.07
NYISO,Nonhydro renewables,billion kilowatthours,October,2016,0.49
NYISO,other energy sources,billion kilowatthours,October,2016,0.03
PJM,Natural gas,billion kilowatthours,October,2016,15.72
PJM,Coal,billion kilowatthours,October,2016,18.85
PJM,Nuclear,billion kilowatthours,October,2016,21.5
PJM,Conventional hydropower,billion kilowatthours,October,2016,0.55
PJM,Nonhydro renewables,billion kilowatthours,October,2016,2.31
PJM,other energy sources,billion kilowatthours,October,2016,0.18
SERC,Natural gas,billion kilowatthours,October,2016,15.7
SERC,Coal,billion kilowatthours,October,2016,15.89
SERC,Nuclear,billion kilowatthours,October,2016,16.31
SERC,Conventional hydropower,billion kilowatthours,October,2016,1.26
SERC,Nonhydro renewables,billion kilowatthours,October,2016,0.5
SERC,other energy sources,billion kilowatthours,October,2016,-0.19
FRCC,Natural gas,billion kilowatthours,October,2016,13.1
FRCC,Coal,billion kilowatthours,October,2016,3.24
FRCC,Nuclear,billion kilowatthours,October,2016,1.7
FRCC,Conventional hydropower,billion kilowatthours,October,2016,0.01
FRCC,Nonhydro renewables,billion kilowatthours,October,2016,0.21
FRCC,other energy sources,billion kilowatthours,October,2016,0.24
MISO,Natural gas,billion kilowatthours,October,2016,10.38
MISO,Coal,billion kilowatthours,October,2016,23.51
MISO,Nuclear,billion kilowatthours,October,2016,6.55
MISO,Conventional hydropower,billion kilowatthours,October,2016,0.86
MISO,Nonhydro renewables,billion kilowatthours,October,2016,4.67
MISO,other energy sources,billion kilowatthours,October,2016,0.43
SPP,Natural gas,billion kilowatthours,October,2016,4.24
SPP,Coal,billion kilowatthours,October,2016,10.74
SPP,Nuclear,billion kilowatthours,October,2016,0.24
SPP,Conventional hydropower,billion kilowatthours,October,2016,0.89
SPP,Nonhydro renewables,billion kilowatthours,October,2016,5.12
SPP,other energy sources,billion kilowatthours,October,2016,0.1
ERCOT,Natural gas,billion kilowatthours,October,2016,10.72
ERCOT,Coal,billion kilowatthours,October,2016,10.08
ERCOT,Nuclear,billion kilowatthours,October,2016,3
ERCOT,Conventional hydropower,billion kilowatthours,October,2016,0.02
ERCOT,Nonhydro renewables,billion kilowatthours,October,2016,4.88
ERCOT,other energy sources,billion kilowatthours,October,2016,0.08
Northwest and Rockies,Natural gas,billion kilowatthours,October,2016,5.43
Northwest and Rockies,Coal,billion kilowatthours,October,2016,10.21
Northwest and Rockies,Nuclear,billion kilowatthours,October,2016,0.84
Northwest and Rockies,Conventional hydropower,billion kilowatthours,October,2016,8.89
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,October,2016,3.34
Northwest and Rockies,other energy sources,billion kilowatthours,October,2016,0.04
Southwest,Natural gas,billion kilowatthours,October,2016,3.38
Southwest,Coal,billion kilowatthours,October,2016,4.87
Southwest,Nuclear,billion kilowatthours,October,2016,2.2
Southwest,Conventional hydropower,billion kilowatthours,October,2016,0.57
Southwest,Nonhydro renewables,billion kilowatthours,October,2016,0.88
Southwest,other energy sources,billion kilowatthours,October,2016,0
CAISO,Natural gas,billion kilowatthours,October,2016,8.11
CAISO,Coal,billion kilowatthours,October,2016,0.79
CAISO,Nuclear,billion kilowatthours,October,2016,1.6
CAISO,Conventional hydropower,billion kilowatthours,October,2016,1.68
CAISO,Nonhydro renewables,billion kilowatthours,October,2016,3.9
CAISO,other energy sources,billion kilowatthours,October,2016,0.03
ISO-NE,Natural gas,billion kilowatthours,November,2016,3.27
ISO-NE,Coal,billion kilowatthours,November,2016,0.06
ISO-NE,Nuclear,billion kilowatthours,November,2016,2.89
ISO-NE,Conventional hydropower,billion kilowatthours,November,2016,0.33
ISO-NE,Nonhydro renewables,billion kilowatthours,November,2016,0.78
ISO-NE,other energy sources,billion kilowatthours,November,2016,0.27
NYISO,Natural gas,billion kilowatthours,November,2016,3.86
NYISO,Coal,billion kilowatthours,November,2016,0
NYISO,Nuclear,billion kilowatthours,November,2016,3.44
NYISO,Conventional hydropower,billion kilowatthours,November,2016,2.25
NYISO,Nonhydro renewables,billion kilowatthours,November,2016,0.54
NYISO,other energy sources,billion kilowatthours,November,2016,0.04
PJM,Natural gas,billion kilowatthours,November,2016,15.34
PJM,Coal,billion kilowatthours,November,2016,17.53
PJM,Nuclear,billion kilowatthours,November,2016,23.02
PJM,Conventional hydropower,billion kilowatthours,November,2016,0.39
PJM,Nonhydro renewables,billion kilowatthours,November,2016,2.55
PJM,other energy sources,billion kilowatthours,November,2016,0.21
SERC,Natural gas,billion kilowatthours,November,2016,15.41
SERC,Coal,billion kilowatthours,November,2016,13.83
SERC,Nuclear,billion kilowatthours,November,2016,17.04
SERC,Conventional hydropower,billion kilowatthours,November,2016,0.99
SERC,Nonhydro renewables,billion kilowatthours,November,2016,0.58
SERC,other energy sources,billion kilowatthours,November,2016,-0.18
FRCC,Natural gas,billion kilowatthours,November,2016,10.02
FRCC,Coal,billion kilowatthours,November,2016,2.82
FRCC,Nuclear,billion kilowatthours,November,2016,2.4
FRCC,Conventional hydropower,billion kilowatthours,November,2016,0.01
FRCC,Nonhydro renewables,billion kilowatthours,November,2016,0.22
FRCC,other energy sources,billion kilowatthours,November,2016,0.22
MISO,Natural gas,billion kilowatthours,November,2016,10.2
MISO,Coal,billion kilowatthours,November,2016,20.74
MISO,Nuclear,billion kilowatthours,November,2016,7.33
MISO,Conventional hydropower,billion kilowatthours,November,2016,0.72
MISO,Nonhydro renewables,billion kilowatthours,November,2016,5.17
MISO,other energy sources,billion kilowatthours,November,2016,0.75
SPP,Natural gas,billion kilowatthours,November,2016,5.09
SPP,Coal,billion kilowatthours,November,2016,8.97
SPP,Nuclear,billion kilowatthours,November,2016,0.64
SPP,Conventional hydropower,billion kilowatthours,November,2016,0.68
SPP,Nonhydro renewables,billion kilowatthours,November,2016,4.45
SPP,other energy sources,billion kilowatthours,November,2016,0.1
ERCOT,Natural gas,billion kilowatthours,November,2016,9.12
ERCOT,Coal,billion kilowatthours,November,2016,7.85
ERCOT,Nuclear,billion kilowatthours,November,2016,3.3
ERCOT,Conventional hydropower,billion kilowatthours,November,2016,0.05
ERCOT,Nonhydro renewables,billion kilowatthours,November,2016,4.13
ERCOT,other energy sources,billion kilowatthours,November,2016,0.13
Northwest and Rockies,Natural gas,billion kilowatthours,November,2016,5.18
Northwest and Rockies,Coal,billion kilowatthours,November,2016,9.66
Northwest and Rockies,Nuclear,billion kilowatthours,November,2016,0.82
Northwest and Rockies,Conventional hydropower,billion kilowatthours,November,2016,10.87
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,November,2016,3.58
Northwest and Rockies,other energy sources,billion kilowatthours,November,2016,0.03
Southwest,Natural gas,billion kilowatthours,November,2016,1.98
Southwest,Coal,billion kilowatthours,November,2016,3.94
Southwest,Nuclear,billion kilowatthours,November,2016,2.66
Southwest,Conventional hydropower,billion kilowatthours,November,2016,0.66
Southwest,Nonhydro renewables,billion kilowatthours,November,2016,0.81
Southwest,other energy sources,billion kilowatthours,November,2016,0
CAISO,Natural gas,billion kilowatthours,November,2016,6.19
CAISO,Coal,billion kilowatthours,November,2016,0.71
CAISO,Nuclear,billion kilowatthours,November,2016,1.62
CAISO,Conventional hydropower,billion kilowatthours,November,2016,1.63
CAISO,Nonhydro renewables,billion kilowatthours,November,2016,3.18
CAISO,other energy sources,billion kilowatthours,November,2016,-0.1
ISO-NE,Natural gas,billion kilowatthours,December,2016,3.53
ISO-NE,Coal,billion kilowatthours,December,2016,0.56
ISO-NE,Nuclear,billion kilowatthours,December,2016,2.86
ISO-NE,Conventional hydropower,billion kilowatthours,December,2016,0.52
ISO-NE,Nonhydro renewables,billion kilowatthours,December,2016,0.92
ISO-NE,other energy sources,billion kilowatthours,December,2016,0.18
NYISO,Natural gas,billion kilowatthours,December,2016,4.6
NYISO,Coal,billion kilowatthours,December,2016,0.06
NYISO,Nuclear,billion kilowatthours,December,2016,3.55
NYISO,Conventional hydropower,billion kilowatthours,December,2016,2.27
NYISO,Nonhydro renewables,billion kilowatthours,December,2016,0.71
NYISO,other energy sources,billion kilowatthours,December,2016,0.08
PJM,Natural gas,billion kilowatthours,December,2016,14.99
PJM,Coal,billion kilowatthours,December,2016,26.82
PJM,Nuclear,billion kilowatthours,December,2016,24.96
PJM,Conventional hydropower,billion kilowatthours,December,2016,0.67
PJM,Nonhydro renewables,billion kilowatthours,December,2016,3.07
PJM,other energy sources,billion kilowatthours,December,2016,0.23
SERC,Natural gas,billion kilowatthours,December,2016,17.07
SERC,Coal,billion kilowatthours,December,2016,18.06
SERC,Nuclear,billion kilowatthours,December,2016,18.4
SERC,Conventional hydropower,billion kilowatthours,December,2016,1.63
SERC,Nonhydro renewables,billion kilowatthours,December,2016,0.69
SERC,other energy sources,billion kilowatthours,December,2016,-0.17
FRCC,Natural gas,billion kilowatthours,December,2016,10.27
FRCC,Coal,billion kilowatthours,December,2016,3.27
FRCC,Nuclear,billion kilowatthours,December,2016,2.75
FRCC,Conventional hydropower,billion kilowatthours,December,2016,0.01
FRCC,Nonhydro renewables,billion kilowatthours,December,2016,0.24
FRCC,other energy sources,billion kilowatthours,December,2016,0.28
MISO,Natural gas,billion kilowatthours,December,2016,9.19
MISO,Coal,billion kilowatthours,December,2016,28.51
MISO,Nuclear,billion kilowatthours,December,2016,8.49
MISO,Conventional hydropower,billion kilowatthours,December,2016,0.73
MISO,Nonhydro renewables,billion kilowatthours,December,2016,6.23
MISO,other energy sources,billion kilowatthours,December,2016,0.75
SPP,Natural gas,billion kilowatthours,December,2016,4.37
SPP,Coal,billion kilowatthours,December,2016,12.7
SPP,Nuclear,billion kilowatthours,December,2016,1.51
SPP,Conventional hydropower,billion kilowatthours,December,2016,0.75
SPP,Nonhydro renewables,billion kilowatthours,December,2016,5.03
SPP,other energy sources,billion kilowatthours,December,2016,0.1
ERCOT,Natural gas,billion kilowatthours,December,2016,8.27
ERCOT,Coal,billion kilowatthours,December,2016,10.31
ERCOT,Nuclear,billion kilowatthours,December,2016,3.8
ERCOT,Conventional hydropower,billion kilowatthours,December,2016,0.03
ERCOT,Nonhydro renewables,billion kilowatthours,December,2016,4.89
ERCOT,other energy sources,billion kilowatthours,December,2016,0.1
Northwest and Rockies,Natural gas,billion kilowatthours,December,2016,6.8
Northwest and Rockies,Coal,billion kilowatthours,December,2016,11.74
Northwest and Rockies,Nuclear,billion kilowatthours,December,2016,0.65
Northwest and Rockies,Conventional hydropower,billion kilowatthours,December,2016,12.66
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,December,2016,3.97
Northwest and Rockies,other energy sources,billion kilowatthours,December,2016,0.04
Southwest,Natural gas,billion kilowatthours,December,2016,1.81
Southwest,Coal,billion kilowatthours,December,2016,4.88
Southwest,Nuclear,billion kilowatthours,December,2016,2.98
Southwest,Conventional hydropower,billion kilowatthours,December,2016,0.7
Southwest,Nonhydro renewables,billion kilowatthours,December,2016,0.82
Southwest,other energy sources,billion kilowatthours,December,2016,0
CAISO,Natural gas,billion kilowatthours,December,2016,6.97
CAISO,Coal,billion kilowatthours,December,2016,0.89
CAISO,Nuclear,billion kilowatthours,December,2016,1.69
CAISO,Conventional hydropower,billion kilowatthours,December,2016,2.25
CAISO,Nonhydro renewables,billion kilowatthours,December,2016,3.16
CAISO,other energy sources,billion kilowatthours,December,2016,-0.14
ISO-NE,Natural gas,billion kilowatthours,January,2017,3.66
ISO-NE,Coal,billion kilowatthours,January,2017,0.32
ISO-NE,Nuclear,billion kilowatthours,January,2017,2.99
ISO-NE,Conventional hydropower,billion kilowatthours,January,2017,0.54
ISO-NE,Nonhydro renewables,billion kilowatthours,January,2017,0.89
ISO-NE,other energy sources,billion kilowatthours,January,2017,0.12
NYISO,Natural gas,billion kilowatthours,January,2017,4.16
NYISO,Coal,billion kilowatthours,January,2017,0.09
NYISO,Nuclear,billion kilowatthours,January,2017,3.49
NYISO,Conventional hydropower,billion kilowatthours,January,2017,2.42
NYISO,Nonhydro renewables,billion kilowatthours,January,2017,0.52
NYISO,other energy sources,billion kilowatthours,January,2017,0.06
PJM,Natural gas,billion kilowatthours,January,2017,15.58
PJM,Coal,billion kilowatthours,January,2017,23.95
PJM,Nuclear,billion kilowatthours,January,2017,25.98
PJM,Conventional hydropower,billion kilowatthours,January,2017,0.81
PJM,Nonhydro renewables,billion kilowatthours,January,2017,2.66
PJM,other energy sources,billion kilowatthours,January,2017,0.26
SERC,Natural gas,billion kilowatthours,January,2017,16.18
SERC,Coal,billion kilowatthours,January,2017,17.25
SERC,Nuclear,billion kilowatthours,January,2017,18.58
SERC,Conventional hydropower,billion kilowatthours,January,2017,2.66
SERC,Nonhydro renewables,billion kilowatthours,January,2017,0.64
SERC,other energy sources,billion kilowatthours,January,2017,-0.19
FRCC,Natural gas,billion kilowatthours,January,2017,10.36
FRCC,Coal,billion kilowatthours,January,2017,3.02
FRCC,Nuclear,billion kilowatthours,January,2017,2.74
FRCC,Conventional hydropower,billion kilowatthours,January,2017,0.02
FRCC,Nonhydro renewables,billion kilowatthours,January,2017,0.32
FRCC,other energy sources,billion kilowatthours,January,2017,0.28
MISO,Natural gas,billion kilowatthours,January,2017,8.69
MISO,Coal,billion kilowatthours,January,2017,30.55
MISO,Nuclear,billion kilowatthours,January,2017,8.56
MISO,Conventional hydropower,billion kilowatthours,January,2017,0.89
MISO,Nonhydro renewables,billion kilowatthours,January,2017,4.83
MISO,other energy sources,billion kilowatthours,January,2017,0.81
SPP,Natural gas,billion kilowatthours,January,2017,3.69
SPP,Coal,billion kilowatthours,January,2017,13.17
SPP,Nuclear,billion kilowatthours,January,2017,1.51
SPP,Conventional hydropower,billion kilowatthours,January,2017,1.15
SPP,Nonhydro renewables,billion kilowatthours,January,2017,4.94
SPP,other energy sources,billion kilowatthours,January,2017,0.06
ERCOT,Natural gas,billion kilowatthours,January,2017,8.19
ERCOT,Coal,billion kilowatthours,January,2017,9.59
ERCOT,Nuclear,billion kilowatthours,January,2017,3.81
ERCOT,Conventional hydropower,billion kilowatthours,January,2017,0.08
ERCOT,Nonhydro renewables,billion kilowatthours,January,2017,5.56
ERCOT,other energy sources,billion kilowatthours,January,2017,0.11
Northwest and Rockies,Natural gas,billion kilowatthours,January,2017,7.65
Northwest and Rockies,Coal,billion kilowatthours,January,2017,10.94
Northwest and Rockies,Nuclear,billion kilowatthours,January,2017,0.84
Northwest and Rockies,Conventional hydropower,billion kilowatthours,January,2017,13.38
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,January,2017,2.97
Northwest and Rockies,other energy sources,billion kilowatthours,January,2017,0.08
Southwest,Natural gas,billion kilowatthours,January,2017,1.79
Southwest,Coal,billion kilowatthours,January,2017,4.7
Southwest,Nuclear,billion kilowatthours,January,2017,2.98
Southwest,Conventional hydropower,billion kilowatthours,January,2017,0.68
Southwest,Nonhydro renewables,billion kilowatthours,January,2017,0.77
Southwest,other energy sources,billion kilowatthours,January,2017,-0.01
CAISO,Natural gas,billion kilowatthours,January,2017,6.81
CAISO,Coal,billion kilowatthours,January,2017,0.89
CAISO,Nuclear,billion kilowatthours,January,2017,1.65
CAISO,Conventional hydropower,billion kilowatthours,January,2017,3.71
CAISO,Nonhydro renewables,billion kilowatthours,January,2017,3.08
CAISO,other energy sources,billion kilowatthours,January,2017,0.21
ISO-NE,Natural gas,billion kilowatthours,February,2017,3.09
ISO-NE,Coal,billion kilowatthours,February,2017,0.4
ISO-NE,Nuclear,billion kilowatthours,February,2017,2.59
ISO-NE,Conventional hydropower,billion kilowatthours,February,2017,0.54
ISO-NE,Nonhydro renewables,billion kilowatthours,February,2017,0.87
ISO-NE,other energy sources,billion kilowatthours,February,2017,0.11
NYISO,Natural gas,billion kilowatthours,February,2017,3.47
NYISO,Coal,billion kilowatthours,February,2017,0.04
NYISO,Nuclear,billion kilowatthours,February,2017,3.04
NYISO,Conventional hydropower,billion kilowatthours,February,2017,2.26
NYISO,Nonhydro renewables,billion kilowatthours,February,2017,0.54
NYISO,other energy sources,billion kilowatthours,February,2017,0.05
PJM,Natural gas,billion kilowatthours,February,2017,15.14
PJM,Coal,billion kilowatthours,February,2017,18.36
PJM,Nuclear,billion kilowatthours,February,2017,22.09
PJM,Conventional hydropower,billion kilowatthours,February,2017,0.71
PJM,Nonhydro renewables,billion kilowatthours,February,2017,2.78
PJM,other energy sources,billion kilowatthours,February,2017,0.22
SERC,Natural gas,billion kilowatthours,February,2017,15.44
SERC,Coal,billion kilowatthours,February,2017,11.89
SERC,Nuclear,billion kilowatthours,February,2017,16.09
SERC,Conventional hydropower,billion kilowatthours,February,2017,2.24
SERC,Nonhydro renewables,billion kilowatthours,February,2017,0.71
SERC,other energy sources,billion kilowatthours,February,2017,-0.13
FRCC,Natural gas,billion kilowatthours,February,2017,9.73
FRCC,Coal,billion kilowatthours,February,2017,2.49
FRCC,Nuclear,billion kilowatthours,February,2017,2.08
FRCC,Conventional hydropower,billion kilowatthours,February,2017,0.02
FRCC,Nonhydro renewables,billion kilowatthours,February,2017,0.29
FRCC,other energy sources,billion kilowatthours,February,2017,0.26
MISO,Natural gas,billion kilowatthours,February,2017,7.3
MISO,Coal,billion kilowatthours,February,2017,22.85
MISO,Nuclear,billion kilowatthours,February,2017,7.91
MISO,Conventional hydropower,billion kilowatthours,February,2017,0.82
MISO,Nonhydro renewables,billion kilowatthours,February,2017,5.56
MISO,other energy sources,billion kilowatthours,February,2017,0.63
SPP,Natural gas,billion kilowatthours,February,2017,2.84
SPP,Coal,billion kilowatthours,February,2017,9.91
SPP,Nuclear,billion kilowatthours,February,2017,1.36
SPP,Conventional hydropower,billion kilowatthours,February,2017,1.05
SPP,Nonhydro renewables,billion kilowatthours,February,2017,5.22
SPP,other energy sources,billion kilowatthours,February,2017,0.05
ERCOT,Natural gas,billion kilowatthours,February,2017,7.28
ERCOT,Coal,billion kilowatthours,February,2017,6.87
ERCOT,Nuclear,billion kilowatthours,February,2017,3.43
ERCOT,Conventional hydropower,billion kilowatthours,February,2017,0.07
ERCOT,Nonhydro renewables,billion kilowatthours,February,2017,5.47
ERCOT,other energy sources,billion kilowatthours,February,2017,0.1
Northwest and Rockies,Natural gas,billion kilowatthours,February,2017,4.69
Northwest and Rockies,Coal,billion kilowatthours,February,2017,8.81
Northwest and Rockies,Nuclear,billion kilowatthours,February,2017,0.76
Northwest and Rockies,Conventional hydropower,billion kilowatthours,February,2017,11.87
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,February,2017,3.18
Northwest and Rockies,other energy sources,billion kilowatthours,February,2017,0.06
Southwest,Natural gas,billion kilowatthours,February,2017,1.14
Southwest,Coal,billion kilowatthours,February,2017,3.8
Southwest,Nuclear,billion kilowatthours,February,2017,2.68
Southwest,Conventional hydropower,billion kilowatthours,February,2017,0.59
Southwest,Nonhydro renewables,billion kilowatthours,February,2017,0.77
Southwest,other energy sources,billion kilowatthours,February,2017,0
CAISO,Natural gas,billion kilowatthours,February,2017,4.78
CAISO,Coal,billion kilowatthours,February,2017,0.6
CAISO,Nuclear,billion kilowatthours,February,2017,1.53
CAISO,Conventional hydropower,billion kilowatthours,February,2017,3.48
CAISO,Nonhydro renewables,billion kilowatthours,February,2017,3.02
CAISO,other energy sources,billion kilowatthours,February,2017,-0.07
ISO-NE,Natural gas,billion kilowatthours,March,2017,3.36
ISO-NE,Coal,billion kilowatthours,March,2017,0.51
ISO-NE,Nuclear,billion kilowatthours,March,2017,2.97
ISO-NE,Conventional hydropower,billion kilowatthours,March,2017,0.66
ISO-NE,Nonhydro renewables,billion kilowatthours,March,2017,0.95
ISO-NE,other energy sources,billion kilowatthours,March,2017,0.1
NYISO,Natural gas,billion kilowatthours,March,2017,4.04
NYISO,Coal,billion kilowatthours,March,2017,0.05
NYISO,Nuclear,billion kilowatthours,March,2017,3.27
NYISO,Conventional hydropower,billion kilowatthours,March,2017,2.56
NYISO,Nonhydro renewables,billion kilowatthours,March,2017,0.59
NYISO,other energy sources,billion kilowatthours,March,2017,0.04
PJM,Natural gas,billion kilowatthours,March,2017,17.32
PJM,Coal,billion kilowatthours,March,2017,21.17
PJM,Nuclear,billion kilowatthours,March,2017,22.99
PJM,Conventional hydropower,billion kilowatthours,March,2017,0.79
PJM,Nonhydro renewables,billion kilowatthours,March,2017,3.04
PJM,other energy sources,billion kilowatthours,March,2017,0.18
SERC,Natural gas,billion kilowatthours,March,2017,18.67
SERC,Coal,billion kilowatthours,March,2017,14.02
SERC,Nuclear,billion kilowatthours,March,2017,15.7
SERC,Conventional hydropower,billion kilowatthours,March,2017,2.62
SERC,Nonhydro renewables,billion kilowatthours,March,2017,0.81
SERC,other energy sources,billion kilowatthours,March,2017,-0.14
FRCC,Natural gas,billion kilowatthours,March,2017,11.37
FRCC,Coal,billion kilowatthours,March,2017,2.76
FRCC,Nuclear,billion kilowatthours,March,2017,1.86
FRCC,Conventional hydropower,billion kilowatthours,March,2017,0.02
FRCC,Nonhydro renewables,billion kilowatthours,March,2017,0.33
FRCC,other energy sources,billion kilowatthours,March,2017,0.2
MISO,Natural gas,billion kilowatthours,March,2017,10.75
MISO,Coal,billion kilowatthours,March,2017,21.37
MISO,Nuclear,billion kilowatthours,March,2017,8.18
MISO,Conventional hydropower,billion kilowatthours,March,2017,0.91
MISO,Nonhydro renewables,billion kilowatthours,March,2017,6.08
MISO,other energy sources,billion kilowatthours,March,2017,0.71
SPP,Natural gas,billion kilowatthours,March,2017,3.54
SPP,Coal,billion kilowatthours,March,2017,9.78
SPP,Nuclear,billion kilowatthours,March,2017,1.51
SPP,Conventional hydropower,billion kilowatthours,March,2017,1.16
SPP,Nonhydro renewables,billion kilowatthours,March,2017,6.27
SPP,other energy sources,billion kilowatthours,March,2017,0.06
ERCOT,Natural gas,billion kilowatthours,March,2017,9.15
ERCOT,Coal,billion kilowatthours,March,2017,7.06
ERCOT,Nuclear,billion kilowatthours,March,2017,3.29
ERCOT,Conventional hydropower,billion kilowatthours,March,2017,0.08
ERCOT,Nonhydro renewables,billion kilowatthours,March,2017,6.74
ERCOT,other energy sources,billion kilowatthours,March,2017,0.12
Northwest and Rockies,Natural gas,billion kilowatthours,March,2017,3.41
Northwest and Rockies,Coal,billion kilowatthours,March,2017,7.52
Northwest and Rockies,Nuclear,billion kilowatthours,March,2017,0.79
Northwest and Rockies,Conventional hydropower,billion kilowatthours,March,2017,15.32
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,March,2017,3.97
Northwest and Rockies,other energy sources,billion kilowatthours,March,2017,0.06
Southwest,Natural gas,billion kilowatthours,March,2017,1.39
Southwest,Coal,billion kilowatthours,March,2017,3.9
Southwest,Nuclear,billion kilowatthours,March,2017,2.97
Southwest,Conventional hydropower,billion kilowatthours,March,2017,0.8
Southwest,Nonhydro renewables,billion kilowatthours,March,2017,1.01
Southwest,other energy sources,billion kilowatthours,March,2017,0
CAISO,Natural gas,billion kilowatthours,March,2017,3.75
CAISO,Coal,billion kilowatthours,March,2017,0.38
CAISO,Nuclear,billion kilowatthours,March,2017,1.57
CAISO,Conventional hydropower,billion kilowatthours,March,2017,4.4
CAISO,Nonhydro renewables,billion kilowatthours,March,2017,4.39
CAISO,other energy sources,billion kilowatthours,March,2017,-0.03
ISO-NE,Natural gas,billion kilowatthours,April,2017,4.37
ISO-NE,Coal,billion kilowatthours,April,2017,0.05
ISO-NE,Nuclear,billion kilowatthours,April,2017,1.02
ISO-NE,Conventional hydropower,billion kilowatthours,April,2017,0.92
ISO-NE,Nonhydro renewables,billion kilowatthours,April,2017,0.77
ISO-NE,other energy sources,billion kilowatthours,April,2017,0.11
NYISO,Natural gas,billion kilowatthours,April,2017,3.4
NYISO,Coal,billion kilowatthours,April,2017,0.02
NYISO,Nuclear,billion kilowatthours,April,2017,2.88
NYISO,Conventional hydropower,billion kilowatthours,April,2017,2.39
NYISO,Nonhydro renewables,billion kilowatthours,April,2017,0.57
NYISO,other energy sources,billion kilowatthours,April,2017,0.02
PJM,Natural gas,billion kilowatthours,April,2017,12.98
PJM,Coal,billion kilowatthours,April,2017,17.07
PJM,Nuclear,billion kilowatthours,April,2017,23.03
PJM,Conventional hydropower,billion kilowatthours,April,2017,0.9
PJM,Nonhydro renewables,billion kilowatthours,April,2017,2.93
PJM,other energy sources,billion kilowatthours,April,2017,0.15
SERC,Natural gas,billion kilowatthours,April,2017,16.16
SERC,Coal,billion kilowatthours,April,2017,13.91
SERC,Nuclear,billion kilowatthours,April,2017,14.33
SERC,Conventional hydropower,billion kilowatthours,April,2017,2.68
